"CLINGEN GENE DISEASE VALIDITY CURATIONS","","","","","","","","",""
"FILE CREATED: 2021-01-31","","","","","","","","",""
"WEBPAGE: https://search.clinicalgenome.org/kb/gene-validity","","","","","","","","",""
"ABCD1","HGNC:61","X-linked cerebral adrenoleukodystrophy","MONDO:0010247","XL","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9506","2018-02-07T14:00:00","Intellectual Disability and Autism"
"ABCG5","HGNC:13886","sitosterolemia","MONDO:0008863","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c52c7403-8975-4a3f-8796-a966e977f708-2020-07-10T160000.000Z","2020-07-10T16:00:00.000Z","Hemostasis Thrombosis"
"ABCG8","HGNC:13887","sitosterolemia","MONDO:0008863","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af59edc2-1148-4dca-b804-192639017b65-2020-07-14T202806.911Z","2020-07-14T20:28:06.911Z","Hemostasis Thrombosis"
"ABHD12","HGNC:15868","PHARC syndrome","MONDO:0012984","AR","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccd68c20-2024-4239-be51-26697e19a6b4-2018-06-28T164515.791Z","2018-06-28T16:45:15.791Z","Hearing Loss"
"ACAD8","HGNC:87","isobutyryl-CoA dehydrogenase deficiency","MONDO:0012648","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0d260f0e-df71-420a-9281-92e4bddcddbb-2019-04-26T160000.000Z","2019-04-26T16:00:00.000Z","Aminoacidopathy"
"ACAD9","HGNC:21497","acyl-CoA dehydrogenase 9 deficiency","MONDO:0012624","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5fad1866-75ce-470f-984c-e64bb7e11168-2018-03-27T160000.000Z","2018-03-27T16:00:00.000Z","Fatty Acid Oxidation Disorders"
"ACADL","HGNC:88","long chain acyl-CoA dehydrogenase deficiency","MONDO:0020531","AR","SOP7","Disputed","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d95637bf-c628-4d23-a0d5-656db55a09a4-2021-01-25T194827.344Z","2021-01-25T19:48:27.344Z","Fatty Acid Oxidation Disorders"
"ACADM","HGNC:89","medium chain acyl-CoA dehydrogenase deficiency","MONDO:0008721","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb987774-0e5b-4466-924f-6f19fccc6599-2018-01-23T170000.000Z","2018-01-23T17:00:00.000Z","Fatty Acid Oxidation Disorders"
"ACADS","HGNC:90","short chain acyl-CoA dehydrogenase deficiency","MONDO:0008722","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c6bc94e9-cdf2-4efb-b654-004541efc344-2018-01-23T170000.000Z","2018-01-23T17:00:00.000Z","Fatty Acid Oxidation Disorders"
"ACADSB","HGNC:91","2-methylbutyryl-CoA dehydrogenase deficiency","MONDO:0012392","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8bfa3857-c96c-40ac-b4c1-2cf04fd4eb4f-2019-03-22T160000.000Z","2019-03-22T16:00:00.000Z","Aminoacidopathy"
"ACADVL","HGNC:92","very long chain acyl-CoA dehydrogenase deficiency","MONDO:0008723","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_130ca053-9f40-4fd5-b89c-b9b374694fda-2018-02-20T170000.000Z","2018-02-20T17:00:00.000Z","Fatty Acid Oxidation Disorders"
"ACAT1","HGNC:93","beta-ketothiolase deficiency","MONDO:0008760","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_99bcab0a-de59-479d-8fe6-8b76cbce90ee-2018-05-22T160000.000Z","2018-05-22T16:00:00.000Z","Fatty Acid Oxidation Disorders"
"ACAT2","HGNC:94","acetyl-CoA acetyltransferase-2 deficiency","MONDO:0013548","Other","SOP7","No Known Disease Relationship","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7cb46678-6e33-4d34-86ba-fdf59e59fb80-2021-01-25T194853.212Z","2021-01-25T19:48:53.212Z","Fatty Acid Oxidation Disorders"
"ACSF3","HGNC:27288","combined malonic and methylmalonic acidemia","MONDO:0013661","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b215e20c-7781-49a0-b473-9219cb07e0b9-2020-10-09T160000.000Z","2020-10-09T16:00:00.000Z","Aminoacidopathy"
"ACSL4","HGNC:3571","non-syndromic X-linked intellectual disability","MONDO:0019181","XL","SOP5","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9507","2017-10-20T00:00:00","Intellectual Disability and Autism"
"ACTA1","HGNC:129","alpha-actinopathy","MONDO:0100084","SD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9a8d04be-c08f-444b-b9cd-cd7de2e282c2-2020-01-13T170000.000Z","2020-01-13T17:00:00.000Z","Congenital Myopathies"
"ACTA1","HGNC:129","hypertrophic cardiomyopathy","MONDO:0005045","AD","SOP7","No Known Disease Relationship","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f2459efe-385d-4056-b7e3-3a4a0c0d5edd-2020-05-01T124447.908Z","2020-05-01T12:44:47.908Z","Hypertrophic Cardiomyopathy"
"ACTA2","HGNC:130","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","AD","SOP4","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8249","2016-09-27T00:00:00","Familial Thoracic Aortic Aneurysm and Dissection"
"ACTC1","HGNC:143","hypertrophic cardiomyopathy","MONDO:0005045","AD","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8766","2017-10-23T14:00:00","Hypertrophic Cardiomyopathy"
"ACTC1","HGNC:143","dilated cardiomyopathy","MONDO:0005021","AD","SOP7","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e9b4048-3003-4180-b891-fcf10d25a814-2020-08-12T160000.000Z","2020-08-12T16:00:00.000Z","Dilated Cardiomyopathy"
"ACTC1","HGNC:143","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","AD","SOP7","No Known Disease Relationship","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_748d4255-ef43-4b42-b9f1-1cdbc50de763-2019-03-15T160000.000Z","2019-03-15T16:00:00.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy"
"ACTG1","HGNC:144","Baraitser-winter syndrome 2","MONDO:0013812","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9969a221-1ce9-44c6-8ab7-2ad5f7ccd5ab-2019-01-07T170000.000Z","2019-01-07T17:00:00.000Z","Hearing Loss"
"ACTG1","HGNC:144","nonsyndromic genetic deafness","MONDO:0019497","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db9f5d19-5ebc-4a1a-a4c3-79ff27f69a0e-2019-01-07T170000.000Z","2019-01-07T17:00:00.000Z","Hearing Loss"
"ACTN1","HGNC:163","platelet-type bleeding disorder 15","MONDO:0014078","AD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_215f3113-cfb6-44cc-a68b-1eb6539c9fa0-2020-11-25T170000.000Z","2020-11-25T17:00:00.000Z","Hemostasis Thrombosis"
"ACTN2","HGNC:164","intrinsic cardiomyopathy","MONDO:0000591","AD","SOP5","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6710e329-d391-4355-85a5-02d03f8791a3-2018-08-06T130831.379Z","2018-08-06T13:08:31.379Z","Hypertrophic Cardiomyopathy"
"ACVRL1","HGNC:175","telangiectasia, hereditary hemorrhagic, type 2","MONDO:0010880","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbbb72c5-84a0-4096-8d49-6df506cfee0e-2019-08-28T160000.000Z","2019-08-28T16:00:00.000Z","Hemostasis Thrombosis"
"ACY1","HGNC:177","aminoacylase 1 deficiency","MONDO:0012368","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_67196825-d32f-4070-9c15-debaa2287b73-2020-09-25T160000.000Z","2020-09-25T16:00:00.000Z","Aminoacidopathy"
"ADA","HGNC:186","adenosine deaminase deficiency","MONDO:0007064","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z","2020-11-19T17:00:00.000Z","SCID-CID"
"ADAMTS13","HGNC:1366","congenital thrombotic thrombocytopenic purpura","MONDO:0010122","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6442c328-21be-482d-9ea9-ce694c1a5dd9-2020-03-25T160000.000Z","2020-03-25T16:00:00.000Z","Hemostasis Thrombosis"
"ADAR","HGNC:225","Leigh syndrome","MONDO:0009723","AR","SOP7","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03f538b5-43af-4699-9ddb-264077de21c9-2020-08-27T164642.352Z","2020-08-27T16:46:42.352Z","Mitochondrial Diseases"
"ADCY1","HGNC:232","autosomal recessive nonsyndromic deafness","MONDO:0019588","AR","SOP4","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8152","2017-05-10T00:00:00","Hearing Loss"
"ADGRV1","HGNC:17416","nonsyndromic genetic deafness","MONDO:0019497","AR","SOP6","Disputed","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f3dc96a-8fd3-4d30-98fd-1b1cf264e818-2019-03-19T160000.000Z","2019-03-19T16:00:00.000Z","Hearing Loss"
"ADGRV1","HGNC:17416","Usher syndrome type 2","MONDO:0016484","AR","SOP4","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_992d2cd7-5305-4278-9601-3e59ac1a8770-2017-02-15T170000.000Z","2017-02-15T17:00:00.000Z","Hearing Loss"
"ADNP","HGNC:15766","ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder","MONDO:0014379","AD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_837200e1-ed55-415b-bd9e-6649e4abab1d-2020-04-24T155101.868Z","2020-04-24T15:51:01.868Z","Intellectual Disability and Autism"
"ADSL","HGNC:291","adenylosuccinate lyase deficiency","MONDO:0007068","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z","2020-09-07T16:00:00.000Z","Intellectual Disability and Autism"
"AFF2","HGNC:3776","FRAXE intellectual disability","MONDO:0010659","XL","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9508","2017-10-20T00:00:00","Intellectual Disability and Autism"
"AGPS","HGNC:327","rhizomelic chondrodysplasia punctata","MONDO:0015776","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aba640e2-c95d-414b-8c72-d22769e4366a-2019-10-04T202742.154Z","2019-10-04T20:27:42.154Z","Peroxisomal Disorders"
"AHCY","HGNC:343","hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase","MONDO:0013404","AR","SOP7","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9b3a56b-b188-44d1-9983-a059895c0ba1-2020-06-29T174601.333Z","2020-06-29T17:46:01.333Z","Aminoacidopathy"
"AIFM1","HGNC:8768","X-linked hereditary sensory and autonomic neuropathy with deafness","MONDO:0010378","XL","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7afc3bb-7fce-45fd-a275-87277e22b1eb-2018-07-09T160000.000Z","2018-07-09T16:00:00.000Z","Hearing Loss"
"AKAP9","HGNC:379","long QT syndrome","MONDO:0002442","AD","SOP8","Disputed","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_786eac72-8014-4fdf-b279-10a5faaa09b8-2020-12-15T002607.349Z","2020-12-15T00:26:07.349Z","Long QT Syndrome"
"ALDH4A1","HGNC:406","hyperprolinemia type 2","MONDO:0009401","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5edc3f72-31e0-47f8-bcec-e3e5b81c97ae-2020-10-23T171643.432Z","2020-10-23T17:16:43.432Z","Aminoacidopathy"
"ALDH6A1","HGNC:7179","methylmalonate semialdehyde dehydrogenase deficiency","MONDO:0013579","AR","SOP6","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_57ca1521-9336-4769-bc55-240089dab917-2019-09-27T160000.000Z","2019-09-27T16:00:00.000Z","Aminoacidopathy"
"ALDH7A1","HGNC:877","pyridoxine-dependent epilepsy","MONDO:0009945","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7a982307-d8bd-43d1-b356-ef7ee6f32045-2019-07-26T160000.000Z","2019-07-26T16:00:00.000Z","Aminoacidopathy"
"ALG13","HGNC:30881","undetermined early-onset epileptic encephalopathy","MONDO:0018614","XL","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f14dd634-ec5c-48cc-a375-e3cfd0c6e832-2018-04-26T202206.649Z","2018-04-26T20:22:06.649Z","Epilepsy"
"ALG8","HGNC:23161","polycystic liver disease 1","MONDO:0008265","AD","SOP7","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13259bf6-e954-4159-b247-c9685638e537-2020-07-29T165210.268Z","2020-07-29T16:52:10.268Z","Kidney Cystic and Ciliopathy Disorders"
"ALG9","HGNC:15672","cystic kidney disease","MONDO:0002473","AD","SOP7","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_38d817af-0a28-4453-a00f-ffccadbd9936-2020-08-28T153435.272Z","2020-08-28T15:34:35.272Z","Kidney Cystic and Ciliopathy Disorders"
"ALK","HGNC:427","neuroblastoma, susceptibility to, 3","MONDO:0013083","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ba9f692d-9b6d-4d46-8bfa-009ec20ae538-2019-11-21T193244.183Z","2019-11-21T19:32:44.183Z","Hereditary Cancer"
"ALMS1","HGNC:428","Alstrom syndrome","MONDO:0008763","AR","SOP4","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_6238","2017-02-10T00:00:00","Hearing Loss"
"ALPK3","HGNC:17574","hypertrophic cardiomyopathy","MONDO:0005045","AR","SOP4","Strong","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8763","2017-02-07T16:00:00","Hypertrophic Cardiomyopathy"
"AMT","HGNC:473","glycine encephalopathy","MONDO:0011612","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a85e1b07-b975-4c92-b592-7b3e8d35805a-2019-05-24T160000.000Z","2019-05-24T16:00:00.000Z","Aminoacidopathy"
"ANK2","HGNC:493","Brugada syndrome","MONDO:0015263","AD","SOP5","Disputed","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10145","2017-11-21T00:00:00","Brugada Syndrome"
"ANK2","HGNC:493","complex neurodevelopmental disorder","MONDO:0100038","AD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_097e646b-467f-4c08-95d6-958ed324562b-2020-12-15T175241.108Z","2020-12-15T17:52:41.108Z","Intellectual Disability and Autism"
"ANKRD1","HGNC:15819","dilated cardiomyopathy","MONDO:0005021","AD","SOP7","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3dcc6918-d7e7-4385-b343-bc8b8678b3a4-2020-08-12T160000.000Z","2020-08-12T16:00:00.000Z","Dilated Cardiomyopathy"
"ANKRD1","HGNC:15819","hypertrophic cardiomyopathy","MONDO:0005045","AD","SOP7","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8f241e6c-2fc8-4f23-b976-3b79d90fad3e-2020-05-01T125214.646Z","2020-05-01T12:52:14.646Z","Hypertrophic Cardiomyopathy"
"ANKRD11","HGNC:21316","KBG syndrome","MONDO:0007846","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cf3e887e-8da4-45ea-bec8-9565f8246bc9-2019-11-26T170000.000Z","2019-11-26T17:00:00.000Z","Intellectual Disability and Autism"
"ANKRD26","HGNC:29186","thrombocytopenia 2","MONDO:0008555","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e86bee2b-8353-48c2-8ea3-a6b2b26cdb2f-2019-09-25T160000.000Z","2019-09-25T16:00:00.000Z","Hemostasis Thrombosis"
"ANO5","HGNC:27337","autosomal recessive limb-girdle muscular dystrophy","MONDO:0015152","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cecfa828-c192-44ae-9f3f-9dd5a99a5e5a-2020-09-09T120214.822Z","2020-09-09T12:02:14.822Z","Limb Girdle Muscular Dystrophy"
"ANO6","HGNC:25240","Scott syndrome","MONDO:0009885","AR","SOP7","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c2d3c125-1938-4295-82bb-b2851a3b2c8d-2020-05-27T160000.000Z","2020-05-27T16:00:00.000Z","Hemostasis Thrombosis"
"AP1S2","HGNC:560","non-syndromic X-linked intellectual disability","MONDO:0019181","XL","SOP5","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9509","2017-10-20T00:00:00","Intellectual Disability and Autism"
"AP3B1","HGNC:566","Hermansky-Pudlak syndrome 2","MONDO:0011997","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00ce813c-9493-48f9-9351-b70defb71d75-2020-02-26T170000.000Z","2020-02-26T17:00:00.000Z","Hemostasis Thrombosis"
"AP3D1","HGNC:568","Hermansky-Pudlak syndrome 10","MONDO:0014885","AR","SOP6","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ec9ffa2-efda-446d-a848-e6d4d5b92fb6-2020-02-26T170000.000Z","2020-02-26T17:00:00.000Z","Hemostasis Thrombosis"
"APC","HGNC:583","APC-related attenuated familial adenomatous polyposis","MONDO:0016613","AD","SOP4","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9854","2017-09-11T00:00:00","Colon Cancer"
"APOB","HGNC:603","hypercholesterolemia, autosomal dominant, type B","MONDO:0007751","AD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1c26b83b-409e-47c7-9c53-6ca79472d6fc-2018-11-14T180000.000Z","2018-11-14T18:00:00.000Z","General Gene Curation"
"APOB","HGNC:603","familial hypobetalipoproteinemia 1","MONDO:0014252","SD","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e7382aae-83d5-4a23-b1fe-e3d6acea8584-2020-02-26T170000.000Z","2020-02-26T17:00:00.000Z","General Gene Curation"
"AQP1","HGNC:633","pulmonary arterial hypertension","MONDO:0015924","AD","SOP8","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_29eda804-13df-4fe9-bbb3-9494b11edc92-2021-01-11T145519.495Z","2021-01-11T14:55:19.495Z","Pulmonary Hypertension"
"AQP5","HGNC:638","palmoplantar keratoderma, Bothnian type","MONDO:0010849","AD","SOP5","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_77aa086c-5551-4e23-9e35-7c4ff072e238-2018-07-03T141124.777Z","2018-07-03T14:11:24.777Z","UNC Biocuration Core"
"ARG1","HGNC:663","hyperargininemia","MONDO:0008814","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0157f793-9232-4700-bbf0-dfb16270f688-2020-06-29T174101.533Z","2020-06-29T17:41:01.533Z","Aminoacidopathy"
"ARHGEF1","HGNC:681","immunodeficiency 62","MONDO:0032763","AR","SOP8","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9547c192-135d-48b3-a1c0-2eca5e2608c5-2021-01-19T214711.722Z","2021-01-19T21:47:11.722Z","Humoral Defects"
"ARHGEF10","HGNC:14103","autosomal dominant slowed nerve conduction velocity","MONDO:0011998","AD","SOP7","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b23121f9-57e1-48ac-a2bc-d5a293829530-2020-10-05T160423.090Z","2020-10-05T16:04:23.090Z","Charcot-Marie-Tooth"
"ARHGEF6","HGNC:685","non-syndromic X-linked intellectual disability","MONDO:0019181","XL","SOP7","Disputed","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d248ef99-6ff8-43d8-a24e-dfce6b2db1c8-2020-10-20T160000.000Z","2020-10-20T16:00:00.000Z","Intellectual Disability and Autism"
"ARHGEF9","HGNC:14561","complex neurodevelopmental disorder","MONDO:0100038","XL","SOP6","Moderate","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9305fb2c-6cdf-492d-9dd0-8b03dd4fab1c-2019-11-21T170000.000Z","2019-11-21T17:00:00.000Z","Intellectual Disability and Autism"
"ARID1B","HGNC:18040","Coffin-Siris syndrome","MONDO:0015452","AD","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d487e6c4-9727-4315-90a2-11338128a8e5-2019-12-04T200734.569Z","2019-12-04T20:07:34.569Z","Intellectual Disability and Autism"
"ARL13B","HGNC:25419","Joubert syndrome","MONDO:0018772","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f6c474c9-4035-498c-a902-03be50d36205-2020-06-03T210114.719Z","2020-06-03T21:01:14.719Z","Syndromic Disorders"
"ARL2BP","HGNC:17146","retinitis pigmentosa with or without situs inversus","MONDO:0014186","AR","SOP5","Limited","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afe2baae-73d8-4f77-a106-a9163dbde4ce-2018-07-03T175137.305Z","2018-07-03T17:51:37.305Z","UNC Biocuration Core"
"ARPC1B","HGNC:704","platelet abnormalities with eosinophilia and immune-mediated inflammatory disease","MONDO:0060583","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13909f11-a592-41cc-ade9-c77a5b49b253-2020-07-22T160000.000Z","2020-07-22T16:00:00.000Z","Hemostasis Thrombosis"
"ARSL","HGNC:719","X-linked chondrodysplasia punctata 1","MONDO:0010555","XL","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2c48d88b-d100-4203-8abf-03f3199bf3e0-2020-08-25T132456.576Z","2020-08-25T13:24:56.576Z","Syndromic Disorders"
"ARX","HGNC:18060","obsolete early infantile epileptic encephalopathy","MONDO:0016021","XL","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3a5357ce-2161-4a7f-a8e1-a1dba4550e57-2019-06-21T121528.819Z","2019-06-21T12:15:28.819Z","Epilepsy"
"ARX","HGNC:18060","complex neurodevelopmental disorder","MONDO:0100038","XL","SOP8","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccf3ab49-ee8f-4980-aa04-ca13c21c124a-2020-12-01T180000.000Z","2020-12-01T18:00:00.000Z","Intellectual Disability and Autism"
"ASL","HGNC:746","argininosuccinic aciduria","MONDO:0008815","AR","SOP6","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c16021b9-f6db-4e41-90f3-4786d63a1fa3-2018-09-15T160000.000Z","2018-09-15T16:00:00.000Z","Aminoacidopathy"
"ASNS","HGNC:753","congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome","MONDO:0014258","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e1cea57d-fe02-469e-8c52-a383c3f5a0c6-2020-06-29T174449.301Z","2020-06-29T17:44:49.301Z","Aminoacidopathy"
"ASPA","HGNC:756","Canavan disease","MONDO:0010079","AR","SOP7","Definitive","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_66306eff-659f-4508-a41b-1820e47e0e1d-2020-10-08T161701.633Z","2020-10-08T16:17:01.633Z","Aminoacidopathy"
